year,breakdown,level_description,indicator_value,lower_ci,upper_ci,standardised_ratio,observed,population,percent_unclassified,year_start,financial_year,ci_width,high_uncertainty
2003/04,2015 deprivation decile,1 - most deprived,1638.6,1626.7,1650.6,199.7,72923.0,5045300,0.13,2003,2003/04,23.899999999999864,0
2003/04,2015 deprivation decile,1 - most deprived,395.9,390.1,401.8,193.0,17618.0,5045300,0.14,2003,2003/04,11.699999999999989,0
2003/04,2015 deprivation decile,1 - most deprived,454.1,447.9,460.4,221.4,20209.0,5045300,0.12,2003,2003/04,12.5,0
2003/04,2015 deprivation decile,1 - most deprived,385.5,379.7,391.3,187.9,17155.0,5045300,0.14,2003,2003/04,11.600000000000023,0
2003/04,2015 deprivation decile,1 - most deprived,403.1,397.3,409.1,196.5,17941.0,5045300,0.11,2003,2003/04,11.800000000000011,0
2003/04,2015 deprivation decile,10 - least deprived,551.1,544.5,557.7,67.2,27076.0,4993900,0.13,2003,2003/04,13.200000000000045,0
2003/04,2015 deprivation decile,10 - least deprived,129.9,126.7,133.1,63.3,6380.0,4993900,0.14,2003,2003/04,6.3999999999999915,0
2003/04,2015 deprivation decile,10 - least deprived,151.7,148.3,155.2,74.0,7453.0,4993900,0.12,2003,2003/04,6.899999999999977,0
2003/04,2015 deprivation decile,10 - least deprived,133.0,129.8,136.2,64.8,6533.0,4993900,0.14,2003,2003/04,6.399999999999977,0
2003/04,2015 deprivation decile,10 - least deprived,136.6,133.3,139.9,66.6,6710.0,4993900,0.11,2003,2003/04,6.599999999999994,0
2003/04,2015 deprivation decile,2,1329.2,1318.5,1339.9,162.0,59117.0,4984700,0.13,2003,2003/04,21.40000000000009,0
2003/04,2015 deprivation decile,2,321.6,316.4,326.9,156.8,14304.0,4984700,0.14,2003,2003/04,10.5,0
2003/04,2015 deprivation decile,2,363.2,357.6,368.8,177.1,16153.0,4984700,0.12,2003,2003/04,11.199999999999989,0
2003/04,2015 deprivation decile,2,316.4,311.2,321.7,154.3,14072.0,4984700,0.14,2003,2003/04,10.5,0
2003/04,2015 deprivation decile,2,328.0,322.7,333.4,159.9,14588.0,4984700,0.11,2003,2003/04,10.699999999999989,0
2003/04,2015 deprivation decile,3,1151.4,1141.5,1161.3,140.3,52237.0,4953500,0.13,2003,2003/04,19.799999999999955,0
2003/04,2015 deprivation decile,3,279.7,274.9,284.6,136.4,12691.0,4953500,0.14,2003,2003/04,9.700000000000045,0
2003/04,2015 deprivation decile,3,315.0,309.9,320.2,153.6,14292.0,4953500,0.12,2003,2003/04,10.300000000000011,0
2003/04,2015 deprivation decile,3,277.0,272.2,281.9,135.0,12566.0,4953500,0.14,2003,2003/04,9.699999999999989,0
2003/04,2015 deprivation decile,3,279.7,274.8,284.6,136.3,12688.0,4953500,0.11,2003,2003/04,9.800000000000011,0
2003/04,2015 deprivation decile,4,996.3,987.3,1005.3,121.4,47029.0,4978900,0.13,2003,2003/04,18.0,0
2003/04,2015 deprivation decile,4,237.0,232.6,241.4,115.5,11186.0,4978900,0.14,2003,2003/04,8.800000000000011,0
2003/04,2015 deprivation decile,4,273.1,268.4,277.8,133.1,12891.0,4978900,0.12,2003,2003/04,9.400000000000034,0
2003/04,2015 deprivation decile,4,235.9,231.6,240.4,115.0,11137.0,4978900,0.14,2003,2003/04,8.800000000000011,0
2003/04,2015 deprivation decile,4,250.3,245.8,254.9,122.0,11815.0,4978900,0.11,2003,2003/04,9.099999999999994,0
2003/04,2015 deprivation decile,5,891.9,883.6,900.3,108.7,43707.0,4973900,0.13,2003,2003/04,16.699999999999932,0
2003/04,2015 deprivation decile,5,214.7,210.6,218.8,104.7,10521.0,4973900,0.14,2003,2003/04,8.200000000000017,0
2003/04,2015 deprivation decile,5,245.2,240.8,249.6,119.5,12016.0,4973900,0.12,2003,2003/04,8.799999999999983,0
2003/04,2015 deprivation decile,5,211.4,207.3,215.5,103.0,10357.0,4973900,0.14,2003,2003/04,8.199999999999989,0
2003/04,2015 deprivation decile,5,220.7,216.5,224.9,107.6,10813.0,4973900,0.11,2003,2003/04,8.400000000000006,0
2003/04,2015 deprivation decile,6,799.5,791.7,807.4,97.4,39931.0,4994600,0.13,2003,2003/04,15.699999999999932,0
2003/04,2015 deprivation decile,6,193.5,189.7,197.4,94.3,9665.0,4994600,0.14,2003,2003/04,7.700000000000017,0
2003/04,2015 deprivation decile,6,216.1,212.0,220.2,105.3,10791.0,4994600,0.12,2003,2003/04,8.199999999999989,0
2003/04,2015 deprivation decile,6,191.3,187.5,195.2,93.3,9554.0,4994600,0.14,2003,2003/04,7.699999999999989,0
2003/04,2015 deprivation decile,6,198.6,194.8,202.6,96.8,9921.0,4994600,0.11,2003,2003/04,7.799999999999983,0
2003/04,2015 deprivation decile,7,744.1,736.6,751.7,90.7,37448.0,5008600,0.13,2003,2003/04,15.100000000000023,0
2003/04,2015 deprivation decile,7,179.3,175.7,183.1,87.4,9025.0,5008600,0.14,2003,2003/04,7.400000000000006,0
2003/04,2015 deprivation decile,7,205.9,201.9,209.9,100.4,10360.0,5008600,0.12,2003,2003/04,8.0,0
2003/04,2015 deprivation decile,7,177.0,173.3,180.7,86.3,8905.0,5008600,0.14,2003,2003/04,7.399999999999977,0
2003/04,2015 deprivation decile,7,182.0,178.3,185.7,88.7,9158.0,5008600,0.11,2003,2003/04,7.399999999999977,0
2003/04,2015 deprivation decile,8,695.4,688.1,702.8,84.8,34440.0,4971600,0.13,2003,2003/04,14.699999999999932,0
